0,0
1,1
2,2
499,2
500,2
507,2
510,2
511,2
519,2
520,2
543,2
548,2
581,2
599,2
601,2
607,2
609,2
2,3
519,3
2,4
543,4
548,4
597,4
598,4
3,5
687,5
4,6
5,6
4,7
5,7
7,8
8,8
7,9
231,9
7,10
7,11
11,11
13,11
14,11
16,11
17,11
234,11
7,12
11,12
13,12
14,12
16,12
17,12
9,13
10,14
10,15
11,16
11,17
234,17
619,17
13,18
14,19
14,20
519,20
14,21
15,22
234,22
619,22
16,23
17,24
17,25
17,26
619,26
19,27
179,27
181,27
234,27
21,28
215,28
22,29
213,29
234,29
24,30
26,30
499,30
500,30
507,30
510,30
511,30
519,30
546,30
547,30
549,30
627,30
628,30
630,30
634,30
24,31
26,31
24,32
25,33
25,34
234,34
26,35
26,36
26,37
35,38
35,39
44,40
507,40
508,40
521,40
44,41
499,41
500,41
501,41
502,41
503,41
504,41
505,41
506,41
507,41
508,41
509,41
599,41
604,41
610,41
44,42
510,42
511,42
512,42
513,42
514,42
515,42
516,42
517,42
518,42
519,42
521,42
522,42
523,42
600,42
601,42
611,42
619,42
630,42
638,42
639,42
640,42
641,42
642,42
643,42
645,42
44,43
507,43
513,43
519,43
527,43
551,43
630,43
656,43
676,43
679,43
44,44
507,44
519,44
520,44
543,44
44,45
507,45
519,45
532,45
536,45
537,45
542,45
614,45
615,45
616,45
617,45
618,45
630,45
643,45
670,45
47,46
52,47
66,47
52,48
59,49
60,49
61,49
62,49
60,50
62,50
65,50
510,50
511,50
512,50
518,50
600,50
601,50
61,51
62,51
520,51
67,52
518,52
71,53
582,53
71,54
582,54
71,55
564,55
579,55
582,55
583,55
586,55
587,55
589,55
71,56
582,56
583,56
71,57
582,57
72,58
510,58
511,58
512,58
518,58
524,58
525,58
526,58
530,58
531,58
532,58
535,58
583,58
599,58
600,58
601,58
602,58
603,58
681,58
90,59
543,59
544,59
545,59
114,60
630,60
636,60
637,60
114,61
120,62
120,63
539,63
542,63
549,63
630,63
633,63
636,63
637,63
656,63
666,63
120,64
120,65
125,66
129,67
130,68
131,69
132,70
133,71
139,72
139,73
140,74
159,74
146,75
147,76
161,77
162,78
181,79
181,80
181,81
599,81
601,81
181,82
181,83
181,84
181,85
181,86
181,87
181,88
512,88
599,88
601,88
181,89
181,90
181,91
181,92
181,93
181,94
231,95
231,96
231,97
549,97
633,97
636,97
637,97
656,97
666,97
231,98
231,99
549,99
231,100
678,100
231,101
507,101
513,101
519,101
599,101
601,101
604,101
677,101
233,102
233,103
234,103
234,104
565,104
566,104
631,104
632,104
677,104
234,105
234,106
684,106
685,106
686,106
234,107
244,108
245,109
254,110
255,111
255,112
256,113
257,114
258,115
272,116
276,117
278,118
285,119
285,120
286,121
286,122
287,123
287,124
288,125
288,126
289,127
289,128
290,129
290,130
291,131
292,132
292,133
293,134
293,135
294,136
294,137
295,138
295,139
296,140
296,141
297,142
297,143
298,144
298,145
299,146
300,147
300,148
301,149
302,150
303,151
304,152
305,153
306,154
307,155
308,156
309,157
309,158
310,159
310,160
311,161
312,162
313,163
314,164
315,165
316,166
317,167
318,168
319,169
320,170
321,171
322,172
323,173
325,174
326,175
327,176
328,177
329,178
330,179
331,180
332,181
332,182
333,183
334,184
335,185
336,186
337,187
338,188
339,189
340,190
341,191
342,192
343,193
344,194
345,195
346,196
347,197
348,198
349,199
350,200
351,201
352,202
355,203
357,204
358,205
359,206
360,207
361,208
362,209
363,210
364,211
365,212
366,213
367,214
368,215
369,216
370,217
371,218
372,219
373,220
374,221
375,222
376,223
377,224
378,225
379,225
378,226
378,227
379,228
379,229
379,230
380,231
381,232
382,233
383,234
383,235
384,236
385,237
386,238
387,239
388,240
389,241
390,242
391,243
392,244
393,245
394,246
395,247
396,248
397,249
398,250
399,251
400,252
401,253
402,254
403,255
415,256
417,257
422,257
423,257
426,257
427,257
432,257
549,257
552,257
422,258
651,258
674,258
423,259
549,259
423,260
507,260
519,260
539,260
546,260
547,260
549,260
553,260
599,260
601,260
423,261
549,261
684,261
685,261
686,261
423,262
507,262
539,262
549,262
553,262
423,263
424,264
425,265
428,266
429,267
436,268
437,269
438,270
439,271
440,272
441,273
442,274
443,275
444,276
445,277
446,278
447,279
448,280
449,281
450,282
451,283
452,284
453,285
454,286
455,287
456,288
457,289
458,290
459,291
460,292
461,293
462,294
463,295
464,296
465,297
466,298
467,299
468,300
469,301
470,302
471,303
472,304
473,305
474,306
475,307
476,308
477,309
478,310
479,311
480,312
482,313
491,314
497,315
499,316
500,316
507,316
510,316
511,316
519,316
499,317
500,317
510,317
511,317
517,317
524,317
525,317
630,317
638,317
639,317
499,318
500,318
507,318
510,318
511,318
519,318
499,319
500,319
510,319
511,319
524,319
525,319
630,319
638,319
639,319
499,320
500,320
507,320
510,320
511,320
519,320
520,320
543,320
546,320
547,320
548,320
549,320
553,320
554,320
555,320
556,320
557,320
568,320
572,320
597,320
598,320
607,320
608,320
609,320
613,320
626,320
627,320
628,320
629,320
630,320
634,320
501,321
507,321
512,321
513,321
519,321
521,321
501,322
512,322
501,323
512,323
501,324
512,324
501,325
507,325
512,325
610,325
611,325
501,326
512,326
540,326
589,326
501,327
507,327
512,327
610,327
611,327
501,328
512,328
526,328
640,328
501,329
512,329
520,329
551,329
501,330
512,330
501,331
507,331
508,331
536,331
605,331
501,332
512,332
501,333
512,333
571,333
573,333
574,333
667,333
668,333
680,333
502,334
515,334
516,334
528,334
529,334
619,334
620,334
630,334
641,334
653,334
654,334
503,335
561,335
504,336
514,336
521,336
549,336
610,336
611,336
612,336
613,336
504,337
514,337
521,337
505,338
515,338
516,338
528,338
529,338
630,338
642,338
661,338
662,338
506,339
517,339
506,340
517,340
530,340
507,341
507,342
507,343
614,343
684,343
685,343
686,343
507,344
507,345
519,345
507,346
569,346
570,346
507,347
519,347
615,347
507,348
519,348
616,348
507,349
507,350
507,351
519,351
546,351
630,351
636,351
637,351
507,352
519,352
507,353
519,353
678,353
684,353
685,353
686,353
507,354
519,354
507,355
517,355
519,355
546,355
507,356
519,356
507,357
519,357
507,358
599,358
507,359
508,359
524,359
525,359
526,359
527,359
528,359
529,359
530,359
531,359
532,359
533,359
534,359
535,359
577,359
578,359
602,359
603,359
612,359
620,359
507,360
508,360
519,360
521,360
533,360
630,360
649,360
677,360
507,361
507,362
519,362
541,362
507,363
517,363
519,363
520,363
507,364
513,364
519,364
507,365
542,365
546,365
507,366
519,366
507,367
513,367
519,367
507,368
630,368
656,368
507,369
519,369
507,370
549,370
561,370
562,370
599,370
601,370
677,370
507,371
519,371
507,372
519,372
507,373
507,374
617,374
507,375
519,375
507,376
513,376
519,376
507,377
519,377
539,377
543,377
546,377
548,377
549,377
551,377
676,377
679,377
507,378
507,379
517,379
573,379
599,379
601,379
608,379
507,380
507,381
507,382
507,383
507,384
618,384
507,385
519,385
507,386
513,386
518,386
531,386
507,387
519,387
507,388
519,388
507,389
519,389
507,390
508,390
521,390
533,390
507,391
537,391
507,392
611,392
507,393
552,393
507,394
507,395
615,395
507,396
513,396
519,396
508,397
521,397
508,398
521,398
508,399
558,399
559,399
560,399
565,399
566,399
569,399
608,399
508,400
521,400
533,400
595,400
508,401
521,401
509,402
523,402
535,402
510,403
511,403
512,403
518,403
524,403
525,403
526,403
530,403
531,403
532,403
535,403
599,403
600,403
601,403
602,403
603,403
681,403
512,404
512,405
512,406
512,407
513,408
517,409
517,410
517,411
517,412
517,413
573,413
599,413
601,413
603,413
605,413
611,413
645,413
517,414
518,415
518,416
518,417
518,418
518,419
531,419
518,420
546,420
547,420
548,420
599,420
608,420
518,421
531,421
611,421
519,422
520,422
519,423
519,424
520,424
532,424
535,424
519,425
519,426
519,427
546,427
519,428
520,428
539,428
519,429
519,430
519,431
630,431
636,431
637,431
663,431
671,431
519,432
519,433
630,433
519,434
519,435
519,436
519,437
519,438
519,439
520,439
519,440
519,441
519,442
520,442
604,442
519,443
519,444
520,445
532,445
535,445
520,446
543,446
549,446
553,446
521,447
521,448
521,449
521,450
521,451
521,452
551,452
688,452
522,453
534,453
630,453
532,454
538,455
539,456
541,456
549,456
553,456
633,456
666,456
539,457
543,457
546,457
547,457
548,457
553,457
562,457
539,458
615,458
618,458
539,459
551,459
576,459
655,459
539,460
541,460
553,460
636,460
637,460
656,460
541,461
590,461
541,462
595,462
541,463
541,464
541,465
593,465
630,465
658,465
541,466
541,467
554,467
555,467
556,467
557,467
562,467
563,467
564,467
677,467
543,468
545,468
548,468
543,469
543,470
549,470
543,471
546,471
547,471
549,471
551,471
553,471
679,471
543,472
548,472
549,472
