183,ST_GEOMETRYN
164,ST_GEOMETRYTYPE
213,ST_GEOMFROMGEOJSON
122,ST_GEOMFROMTEXT
137,ST_GEOMFROMWKB
180,ST_INTERIORRINGN
189,ST_INTERSECTION
198,ST_INTERSECTS
173,ST_ISCLOSED
165,ST_ISEMPTY
166,ST_ISSIMPLE
215,ST_ISVALID
209,ST_LATFROMGEOHASH
168,ST_LATITUDE
123,ST_LINEFROMTEXT
138,ST_LINEFROMWKB
124,ST_LINESTRINGFROMTEXT
139,ST_LINESTRINGFROMWKB
210,ST_LONGFROMGEOHASH
169,ST_LONGITUDE
216,ST_MAKEENVELOPE
125,ST_MLINEFROMTEXT
140,ST_MLINEFROMWKB
127,ST_MPOINTFROMTEXT
142,ST_MPOINTFROMWKB
129,ST_MPOLYFROMTEXT
144,ST_MPOLYFROMWKB
126,ST_MULTILINESTRINGFROMTEXT
141,ST_MULTILINESTRINGFROMWKB
128,ST_MULTIPOINTFROMTEXT
143,ST_MULTIPOINTFROMWKB
130,ST_MULTIPOLYGONFROMTEXT
145,ST_MULTIPOLYGONFROMWKB
184,ST_NUMGEOMETRIES
181,ST_NUMINTERIORRING
182,ST_NUMINTERIORRINGS
174,ST_NUMPOINTS
199,ST_OVERLAPS
211,ST_POINTFROMGEOHASH
131,ST_POINTFROMTEXT
146,ST_POINTFROMWKB
175,ST_POINTN
132,ST_POLYFROMTEXT
147,ST_POLYFROMWKB
133,ST_POLYGONFROMTEXT
148,ST_POLYGONFROMWKB
217,ST_SIMPLIFY
167,ST_SRID
176,ST_STARTPOINT
161,ST_SWAPXY
190,ST_SYMDIFFERENCE
200,ST_TOUCHES
191,ST_TRANSFORM
192,ST_UNION
218,ST_VALIDATE
201,ST_WITHIN
170,ST_X
171,ST_Y
623,SUBCLASS_ORIGIN
650,SUBJECT
662,SUPER
421,SYSTEM
45,TABLE
529,TABLES
390,TABLESPACE
624,TABLE_NAME
454,TEMPORARY
485,TERMINATED
56,THEN
668,THREAD_PRIORITY
29,TIME
28,TIMESTAMP
399,TO
727,TRADITIONAL
65,TRAILING
523,TRANSACTION
728,TREE
453,TRIGGER
701,TRIGGERS
7,TRUE
391,TRUNCATE
392,TYPE
651,UNBOUNDED
537,UNCOMMITTED
400,UNDO
682,UNINSTALL
393,UNION
394,UNIQUE
528,UNLOCK
11,UNSIGNED
600,UNTIL
446,UPDATE
395,UPGRADE
663,USAGE
452,USE
413,USER
720,USER_RESOURCES
674,USE_FRM
459,USING
315,UUID_TO_BIN
4,VALUE
474,VALUES
36,VARCHARACTER
686,VARIABLE
702,VARIABLES
37,VARYING
669,VCPU
402,VIEW
444,VIRTUAL
396,VISIBLE
401,WAIT
703,WARNINGS
57,WHEN
460,WHERE
602,WHILE
101,WITH
524,WORK
414,WRAPPER
525,WRITE
652,X509
540,XA
93,YEAR
94,YEAR_MONTH
12,ZEROFILL
